ProductID,BrandName,Category,sub_category,Segment,Price ,Size_Options,Ratings,Reviews,Description
10017413,Roadster,Bottom Wear,jeans,Men,81.79,7,3.9,999,roadster men navy blue slim fit mid rise clean look jeans
10016283,LOCOMOTIVE,Bottom Wear,track-pants,Men,40.46,7,4,999,locomotive men black  white solid slim fit track pants
10009781,Roadster,Topwear,shirts,Men,6.26,7,4.3,999,roadster men navy white  black geometric printed sustainable casual shirt
10015921,Zivame,Lingerie & Sleep Wear,shapewear,Women,38.99,5,4.2,999,zivame women black saree shapewear zi3023core0nude
10017833,Roadster,Western,tshirts,Women,5.29,5,4.2,999,roadster women white solid v neck pure cotton t shirt
10014361,Mast & Harbour,Western,tops,Women,5.51,5,4.4,999,mast  harbour women yellow solid tank top
10017869,HIGHLANDER,Bottom Wear,trousers,Men,5.01,5,3.9,998,highlander men olive green slim fit solid regular trousers
10009695,Mayra,Western,tops,Women,6.26,7,3.7,998,mayra pink embroidered a line pure cotton top
10000571,Roadster,Western,tshirts,Women,4.62,5,4.3,997,roadster women pack of 2 solid t shirts
10017421,HERE&NOW,Bottom Wear,jeans,Men,120.89,5,3.5,996,herenow men blue slim fit mid rise clean look ankle length stretchable jeans
10000911,HRX by Hrithik Roshan,Sports Wear,tights,Men,17.15,5,4.4,996,hrx by hrithik roshan men rapid dry training tights
10000245,Roadster,Topwear,tshirts,Men,4.38,5,4.1,996,roadster men navy blue  white striped polo collar pure cotton t shirt
10001989,Anubhutee,Indian Wear,kurta-sets,Women,18.77,5,4.2,996,anubhutee women pink  white printed kurta with trousers  dupatta
10016727,Athena,Western,jumpsuit,Women,6.21,4,4.3,996,athena women black solid basic jumpsuit
10017749,Roadster,Western,tshirts,Women,5.24,5,4,996,roadster women maroon solid round neck t shirt
1000795,HIGHLANDER,Topwear,shirts,Men,7.51,6,4.2,995,highlander men blue  black slim fit printed casual shirt
10003803,Vishudh,Indian Wear,kurtas,Women,11.28,5,4.2,995,vishudh women blue  pink floral print a line kurta
10012765,Sangria,Plus Size,kurta-sets,Women,6.26,4,4.3,995,sangria women green  off white printed kurta with palazzos  dupatta
10014413,Tokyo Talkies,Western,trousers,Women,4.17,5,4.1,995,tokyo talkies women olive green regular fit solid cargos
10013483,DressBerry,Western,tshirts,Women,12.18,3,4.3,995,dressberry women lovely olive typography talking tee
10001265,Roadster,Western,tshirts,Women,55.15,3,4.4,994,roadster women pack of 2 printed cotton t shirt
10004155,Anouk,Indian Wear,kurtas,Women,4.87,5,3.8,993,anouk women mustard yellow  gold toned printed straight kurta
10012795,Enamor,Lingerie & Sleep Wear,bra,Women,6.26,4,4.2,993,enamor black non wired removable pads high coverage medium impact sports bra sb08
10009723,all about you,Western,shirts,Women,8.35,7,4.2,993,all about you women mauve stretchable casual shirt
10012853,KASSUALLY,Western,tops,Women,3.75,5,4.3,992,kassually blue floral cinched waist top with puff sleeves
10006001,RARE,Western,tops,Women,16.61,5,4.2,991,rare women maroon striped top
10017377,Zastraa,Western,trousers,Women,8.35,4,4.1,991,zastraa women maroon slim fit peg trousers
10015839,WISSTLER,Western,shorts,Women,7.51,5,4,991,wisstler women navy  pink chevron print regular fit shorts
10003123,Sangria,Plus Size,kurtas,Women,4.87,3,4,990,sangria women black  green printed straight kurta
10012767,Roadster,Western,shorts,Women,6.26,4,4.3,990,roadster women blue solid regular fit denim shorts
10013041,Roadster,Western,tshirts,Women,10.01,5,4.2,990,roadster women green  teal green pack of 2 printed round neck t shirts
10014831,Vishudh,Western,dresses,Women,6.82,3,4.4,990,vishudh women navy blue  green maxi dress
10017831,Cottinfab,Western,jumpsuit,Women,5.42,5,4.3,990,cottinfab olive green solid cold shoulder jumpsuit
10002713,QUIERO,Western,jumpsuit,Women,5.22,6,4.3,990,quiero women maroon wrap detail jumpsuit
10006029,Roadster,Western,tshirts,Women,6.66,5,4.1,990,roadster women rust pink  white colourblocked round neck pure cotton t shirt with twisted detail
10005903,ELEVANTO,Lingerie & Sleep Wear,bath-robe,Women,3.47,5,4.2,989,elevanto women fuchsia pink solid bath robe
10017781,Tokyo Talkies,Western,track-pants,Women,5.36,5,4.3,989,tokyo talkies women black solid casual joggers
10002151,WROGN,Bottom Wear,jeans,Men,29.77,2,4,988,wrogn men blue skinny fit mid rise clean look stretchable jeans
10015989,WROGN,Bottom Wear,jeans,Men,3.47,5,4.1,988,wrogn men black slim fit mid rise clean look stretchable jeans
10001111,HRX by Hrithik Roshan,Sports Wear,track-pants,Men,32.03,4,4,988,hrx by hrithik roshan men olive green camo athleisure track pants
10004151,Roadster,Topwear,shirts,Men,4.87,5,4.3,988,roadster men sea green pure cotton sustainable casual shirt
10007705,HRX by Hrithik Roshan,Sports Wear,tights,Women,7.27,6,4,988,hrx by hrithik roshan black self striped seamless rapid dry yoga tights
10006041,SASSAFRAS,Western,trousers,Women,18.7,5,3.6,988,sassafras women olive green peg trousers
10009621,her by invictus,Western,tops,Women,7.83,7,4.2,988,her by invictus white  black floral monochrome smart casual top
10009681,StyleStone,Western,jackets,Women,6.89,7,4.2,988,stylestone women blue solid denim jacket
10017569,Mayra,Western,tops,Women,5.22,4,4.1,988,mayra women mustard yellow  green ditsy floral printed cinched waist top
10001251,Roadster,Bottom Wear,jeans,Men,13.92,5,3.8,987,roadster men navy blue super skinny fit acid wash clean look stretchable jeans
10003199,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,11.27,3,4.5,987,hrx by hrithik roshan men quarter length pack of 3 terry socks
10017405,Moda Rapido,Topwear,tshirts,Men,8.35,4,4.2,987,moda rapido men olive green  yellow striped cotton pure cotton t shirt
10013687,Moda Rapido,Topwear,tshirts,Men,8.28,2,4,987,moda rapido men olive green printed round neck pure cotton t shirt
10015163,Harpa,Western,tops,Women,2.78,5,4,987,harpa women pink printed wrap top
1000710,SASSAFRAS,Western,jackets,Women,67.94,5,4.3,987,sassafras women blue solid denim jacket
10013541,Roadster,Western,jeans,Women,11.2,2,3.7,987,roadster women stunning blue boyfriend fit jeans
10002833,Kook N Keech Marvel,Western,tshirts,Women,10.23,3,3.9,987,kook n keech marvel women red printed polo collar pure cotton t shirt
10005915,Roadster,Bottom Wear,jeans,Men,3.47,5,3.7,986,roadster men blue slim fit mid rise mildly distressed stretchable jeans
10002707,HIGHLANDER,Topwear,shirts,Men,3.34,5,4.1,986,highlander men white slim fit solid casual shirt
10012433,plusS,Plus Size,tops,Women,3.13,5,4.4,986,pluss black a line crop pure cotton top
10012699,La Zoire,Western,dresses,Women,10.23,5,4.3,986,la zoire maroon georgette maxi dress
10012851,HIGHLANDER,Topwear,shirts,Men,3.75,5,4.2,985,highlander men black  white slim fit striped casual shirt
10016755,HIGHLANDER,Topwear,shirts,Men,9.05,5,4,985,highlander men navy  off white slim fit checked casual shirt
10015159,anayna,Indian Wear,kurtas,Women,2.78,5,4.3,985,anayna women beige  pink screen print straight kurta
10013655,Enamor,Lingerie & Sleep Wear,bra,Women,3.47,3,4.4,985,enamor white non wired non padded full coverage everyday bra ab75 
10012821,Sangria,Plus Size,kurta-sets,Women,6.26,4,4,985,sangria women fuchsia  white layered printed kurta with trousers
10006073,Roadster,Western,tops,Women,8.48,5,4,985,the roadster lifestyle co women black striped top
10013491,Roadster,Topwear,shirts,Men,11.2,2,4,984,roadster men blue faded denim casual sustainable shirt
10009773,Sangria,Indian Wear,dresses,Women,8.45,7,4.3,984,sangria teal blue  coral pink floral print a line dress
10009643,Azira,Indian Wear,kurta-sets,Women,6.26,7,4.2,984,azira women green printed kurta with palazzos  dupatta
10015831,Roadster,Western,tshirts,Women,8.04,5,4.2,984,roadster women mustard yellow solid round neck t shirt
10014675,Roadster,Topwear,shirts,Men,3.13,5,4.2,983,roadster men maroon pure cotton sustainable casual shirt
10012761,Anouk,Indian Wear,kurta-sets,Women,1.85,5,4.2,983,anouk women green printed kurti with dhoti pants
10001887,HERE&NOW,Plus Size,tops,Women,25.35,5,4.2,983,herenow women blue schifilli embroidered pure cotton top
10003179,Sangria,Plus Size,kurtas,Women,8.28,3,4.2,983,sangria women green  yellow printed straight kurta
10003821,Roadster,Western,tshirts,Women,12.79,5,4.2,983,roadster women set of 2 printed t shirts
10017017,WROGN,Bottom Wear,jeans,Men,4.87,5,3.9,982,wrogn men blue slim fit mid rise clean look stretchable jeans
10012721,Roadster,Topwear,shirts,Men,21.7,3,4.1,982,roadster men grey printed pure cotton sustainable casual shirt
10003341,Tokyo Talkies,Western,trousers,Women,10.33,4,4,982,tokyo talkies women maroon regular fit solid parallel trousers
10013417,Roadster,Western,jeans,Women,6.96,3,3.8,982,roadster women stunning blue boyfriend fit stretchable jeans
10017923,Taavi,Western,tops,Women,5.98,5,4.4,982,taavi white  orange hand block print smocked legacy sustainable pure cotton a line top
10013665,WROGN,Topwear,tshirts,Men,11.69,3,4.3,981,wrogn men navy blue striped slim fit cotton pure cotton t shirt
10017595,Varanga,Indian Wear,kurtas,Women,6.54,5,4.3,981,varanga women mustard yellow solid straight kurta with thread work
10000805,Zivame,Lingerie & Sleep Wear,shapewear,Women,2.96,5,3.9,981,zivame women grey tummy  thigh shaper zi0pssan03agrey
10012769,HERE&NOW,Plus Size,tops,Women,5.56,4,4.2,981,herenow black ethnic motifs a line top
10007835,her by invictus,Western,tops,Women,9.05,6,4.2,981,her by invictus white shirt style top
10012881,SASSAFRAS,Western,jackets,Women,3.75,5,4.5,981,sassafras women lavender solid cropped jacket
10013617,STREET 9,Western,jackets,Women,12.18,3,4.3,981,street 9 women white solid crop jacket
10007811,Mast & Harbour,Western,tshirts,Women,6.61,6,4.3,981,mast  harbour women pink solid round neck t shirt
10017427,Levis,Inner Wear &  Sleep Wear,briefs,Men,92.76,6,4.3,980,levis men pack of 2 solid pure cotton  briefs bf 100ca 2pk
10017899,HIGHLANDER,Topwear,shirts,Men,4.51,4,4,980,highlander men peach coloured slim fit solid casual shirt
10017369,Anubhutee,Indian Wear,kurta-sets,Women,12.53,5,3.9,980,anubhutee women red  off white bandhani print kurta with palazzos
10017671,Dollar Missy,Lingerie & Sleep Wear,briefs,Women,5.42,5,4.4,980,dollar missy women pack of 12 hipster  101s oe po12
10007595,Roadster,Western,sweatshirts,Women,13.92,6,4.3,980,the roadster lifestyle co women orange solid hooded sweatshirt
10004343,Trend Arrest,Western,tops,Women,3.96,5,4.4,980,trend arrest women red  white floral printed smocked crop peplum top
10007683,Roadster,Western,jeans,Women,11.83,6,4.1,980,roadster women blue skinny fit high rise clean look stretchable cropped jeans
10007801,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,6.57,6,4.3,979,hrx by hrithik roshan men navy blue solid training t shirt
10002181,HIGHLANDER,Topwear,shirts,Men,24.37,7,3.8,979,highlander men blue slim fit solid casual shirt
10012783,Tikhi Imli,Indian Wear,sarees,Women,6.26,4,4,979,tikhi imli yellow embellished poly georgette saree
10003387,HRX by Hrithik Roshan,Sports Wear,tights,Women,9.25,3,4.3,979,hrx by hrithik roshan women navy solid rapid dry training tights
10004053,Belle Fille,Western,sweatshirts,Women,4.87,5,3.6,978,belle fille maroon polyester fleece hooded sweatshirt
10017211,Roadster,Western,jeans,Women,9.37,5,4.2,978,roadster women blue boyfriend fit high rise clean look stretchable jeans
10003299,Roadster,Western,tshirts,Women,4.52,3,4.3,978,roadster women mustard yellow  black printed round neck t shirt
10013569,DressBerry,Western,tshirts,Women,8.28,2,4.2,978,dressberry women grey melange printed round neck t shirt
10017835,WROGN,Bottom Wear,jeans,Men,5.84,5,4.2,977,wrogn men grey slim fit mid rise clean look jeans
10017771,Roadster,Topwear,shirts,Men,4.02,5,4.1,977,roadster men grey printed regular fit casual sustainable shirt
10006019,Roadster,Topwear,shirts,Men,9.97,5,4.1,977,roadster men blue pure cotton sustainable casual shirt
10002825,Moda Rapido,Indian Wear,kurtas,Women,4.86,7,4.3,977,moda rapido women white  blue printed straight kurta
10013703,Vishudh,Indian Wear,kurta-sets,Women,6.26,2,4.3,977,vishudh women turquoise blue  gold toned printed kurti with palazzos
10012713,HERE&NOW,Plus Size,tshirts,Women,6.02,4,4.1,977,herenow women white  pink striped v neck pure cotton t shirt
10012875,ether,Western,tshirts,Women,3.75,5,4.3,977,ether women navy blue solid high neck t shirt
10015997,Jockey,Inner Wear &  Sleep Wear,trunk,Men,3.47,5,4.6,976,jockey international collection men blue solid trunks ic28
10012771,Jockey,Inner Wear &  Sleep Wear,trunk,Men,6.26,4,4.6,976,jockey men pack of 2 navy blue solid trunks
10013055,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,3.81,4,4.3,976,hrx by hrithik roshan men black printed rapid dry basketball tank tshirt
10003213,Roadster,Topwear,tshirts,Men,5.84,3,4.2,976,roadster men navy blue solid polo collar pure cotton t shirt
10014775,HERE&NOW,Topwear,shirts,Men,3.89,3,4.2,976,herenow men white  green slim fit striped casual shirt
10002337,Mast & Harbour,Topwear,tshirts,Men,76.25,2,4.3,976,mast  harbour men navy blue  mustard yellow printed round neck t shirt
1000745,Anouk,Indian Wear,kurtis,Women,26.98,4,3.6,976,anouk women navy blue  maroon printed kurti
10009685,Roadster,Western,skirts,Women,8.45,7,4.2,976,roadster blue washed denim straight skirt
10012429,DressBerry,Western,tops,Women,4.17,5,4.2,976,dressberry rust orange self design top
10017723,SASSAFRAS,Western,dresses,Women,5.15,5,4.4,976,sassafras grey  peach coloured floral printed accordian pleat fit  flare dress
10017855,HERE&NOW,Plus Size,kurtas,Women,5.15,5,4.3,975,herenow women charcoal grey  golden ethnic motif print straight kurta
10013025,Jaipur Kurti,Plus Size,kurtas,Women,4.97,5,4.1,975,jaipur kurti women grey  black checked straight kurta
10001211,Roadster,Western,tshirts,Women,39.35,2,4.3,975, roadster women pack of 2 cotton t shirts
10006003,Tokyo Talkies,Western,dresses,Women,11.73,5,4.2,975,tokyo talkies women yellow printed maxi dress
10012841,Moda Rapido,Bottom Wear,jeans,Men,3.75,4,3.8,974,moda rapido men black skinny fit mid rise slash knee stretchable jeans
10017423,WROGN,Topwear,tshirts,Men,100.28,6,4.1,974,wrogn men off white  navy striped polo pure cotton t shirt
10000599,Anubhutee,Indian Wear,kurtas,Women,5.84,5,4.1,974,anubhutee women pink  orange screen print a line kurta
10002809,DressBerry,Lingerie & Sleep Wear,bra,Women,2.34,1,4.1,974,dressberry pink solid non wired non padded everyday bra db soft bra 007c
10013641,Mast & Harbour,Western,tshirts,Women,12.18,2,4.2,974,mast  harbour women off white printed round neck t shirt
10000657,DressBerry,Western,jeans,Women,3.55,4,4.1,974,dressberry women blue skinny fit mid rise clean look stretchable jeans
10005937,Yuris,Indian Wear,kurtas,Women,3.47,5,4.2,973,yuris women pink  white printed straight kurta
10001573,Anouk,Indian Wear,kurtas,Women,39.8,2,3.8,973,anouk women blue  white printed indigo straight kurta
10003809,Anubhutee,Indian Wear,kurta-sets,Women,12.06,5,4.1,973,anubhutee women pink  white pure cotton bandhani print kurta with trousers
10006069,Claura,Lingerie & Sleep Wear,night-suits,Women,11.33,5,4.3,973,claura women yellow  white printed night suit cot 108 yellow lt
10017501,Softrose,Lingerie & Sleep Wear,briefs,Women,4.83,5,3.8,973,softrose women pack of 3 boyshorts sh7004bws
10002079,NEU LOOK FASHION,Sports Wear,tights,Women,25.03,7,4,973,neu look fashion women black  pink colourblocked gym tights
10003807,HRX by Hrithik Roshan,Sports Wear,tights,Women,13.16,5,4,973,hrx by hrithik roshan women blue printed rapid dry seamless running tights
10004165,Campus Sutra,Sports Wear,tshirts,Men,9.05,5,4,972,campus sutra men charcoal grey striped mandarin collar t shirt
10013269,HRX by Hrithik Roshan,Sports Wear,jackets,Men,4.76,5,4.3,972,hrx by hrithik roshan men black  grey camouflage printed running bomber jacket
10006075,Varanga,Indian Wear,kurtas,Women,18.7,5,4.1,972,varanga women yellow  peach coloured floral screen printed gotta patti straight kurta
10009637,STREET 9,Western,trousers,Women,13.92,7,4.3,972,street 9 women rose cropped cargos
10017093,Kook N Keech,Western,shirts,Women,9.05,5,4.4,972,kook n keech women black regular fit printed casual shirt
10017355,Roadster,Western,jeans,Women,8.35,5,4.3,972,roadster women blue flared high rise clean look stretchable jeans
10017447,Roadster,Western,tshirts,Women,112.99,7,4.3,972,roadster women black geo printed round neck t shirt
10017013,Roadster,Western,tshirts,Women,3.56,5,4,972,roadster women olive green solid round neck t shirt
10017053,HERE&NOW,Topwear,tshirts,Men,9.05,5,3.8,971,herenow men white solid round neck t shirt
10017599,HERE&NOW,Topwear,tshirts,Men,4.87,5,4.3,971,herenow men red  black cotton printed detail round neck t shirt
10002785,Sangria,Indian Wear,tops,Women,8.04,5,4.3,971,sangria navy blue tie dye blouson top
1000905,Roadster,Western,tshirts,Women,8.59,4,4.3,971,roadster women pack of 2 solid t shirts
10001445,Roadster,Western,tshirts,Women,48.75,2,4.3,971,roadster women black  maroon pack of 2 typography print round neck regular fit t shirts
10013603,Roadster,Western,tops,Women,12.67,5,4,971,the roadster lifestyle co black top with side stripes
10013585,Anouk,Indian Wear,kurtas,Women,12.18,2,3.7,970,anouk women blue  pink floral print a line kurta
10012865,Sangria,Plus Size,dresses,Women,3.75,4,4,970,sangria white  black chevron print pure cotton a line dress
10017417,Roadster,Bottom Wear,trousers,Men,97.46,7,4.2,969,roadster men khaki slim fit solid chinos
1001423,WROGN,Topwear,tshirts,Men,4.87,5,4.3,969,wrogn men maroon printed t shirt
10017719,WROGN,Topwear,tshirts,Men,5.11,5,4.3,969,wrogn men burgundy solid slim fit round neck pure cotton t shirt
10014659,Sera,Western,dresses,Women,3.13,5,3.7,969,sera women burgundy  pink printed tailored dress
10003183,WROGN,Topwear,tshirts,Men,7.31,3,4.5,968,wrogn men black  white placement printed round neck t shirt
10013567,Zivame,Lingerie & Sleep Wear,shapewear,Women,6.26,2,4.2,968,zivame beige mermaid saree shapewear zi3022core0nude
10001975,ELEVANTO,Lingerie & Sleep Wear,bath-robe,Women,67.9,3,4.1,968,elevanto women navy blue solid bath robe
10017747,HRX by Hrithik Roshan,Sports Wear,track-pants,Women,4.99,5,4.3,968,hrx by hrithik roshan women navy solid joggers
10015929,Anouk,Western,dresses,Women,8.35,5,4.3,968,anouk women navy blue  beige printed fit and flare dress with pleated detail
10017913,Vishudh,Western,dresses,Women,5.32,5,4.3,968,vishudh women grey  mustard yellow printed a line dress
10004129,Roadster,Bottom Wear,jeans,Men,9.05,5,3.6,967,roadster men blue skinny fit mid rise mildly distressed stretchable jeans
10012919,Peter England,Inner Wear &  Sleep Wear,socks,Men,6.4,5,4.5,967,peter england men set of 3 calf length assorted socks
10015983,WROGN,Topwear,shirts,Men,4.87,5,4.1,967,wrogn men navy slim fit printed casual shirt
10014677,Anubhutee,Indian Wear,kurta-sets,Women,3.13,5,4.3,967,anubhutee women green  beige embroidered kurta with palazzos
10009715,DressBerry,Western,jeans,Women,13.92,7,3.9,967,dressberry women blue skinny fit mid rise clean look stretchable cropped jeans
10012733,H&M,Topwear,sweatshirts,Men,6.89,4,4.3,966,hm men grey relaxed fit sweatshirt
10012349,HRX by Hrithik Roshan,Sports Wear,tights,Women,2.79,4,4.2,966,hrx by hrithik roshan women navy blue yoga seamless solid tights
10017079,Harpa,Western,tops,Women,4.87,5,3.9,966,harpa pink printed peplum top
10002675,Roadster,Western,tshirts,Women,5.15,5,4.3,966,roadster women navy blue  maroon pack of 2 printed round neck regular fit t shirts
10003177,Antheaa,Western,dresses,Women,10.44,5,4.2,966,antheaa magenta tiered maxi dress
10013677,Roadster,Western,tshirts,Women,8.28,3,4,966,roadster women off white solid round neck pure cotton t shirt with piping detail
1001774,WROGN,Topwear,tshirts,Men,8.14,6,3.8,965,wrogn men teal blue slim fit cotton pure cotton t shirt
10012959,DressBerry,Lingerie & Sleep Wear,bra,Women,3.75,5,4.4,965,dressberry peach coloured workout bra medium coverage
10005885,Zivame,Lingerie & Sleep Wear,bra,Women,3.47,5,4.1,965,zivame white self design non wired non padded everyday bra zi0zpctb03awhte
10012497,KASSUALLY,Western,skirts,Women,1.86,4,4.3,965,kassually black front bow pencil skirt
10004169,Roadster,Western,tshirts,Women,4.87,5,4.2,965, roadster women pack of 2 cotton t shirts
10000775,Athena,Western,dresses,Women,2.96,5,4.3,965,athena nude coloured sheath dress
10017441,Hubberholme,Inner Wear &  Sleep Wear,lounge-pants,Men,86.18,7,4,964,hubberholme men solid charcoal grey solid lounge pants
10016679,Anouk,Indian Wear,kurtas,Women,6.57,5,4.2,964,anouk women green  gold toned floral printed straight kurta
10012371,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,2.79,4,3.9,964,hrx by hrithik roshan seamless black  grey lightly padded rapid dry sports bra 3376
10012335,Roadster,Western,tshirts,Women,3.34,5,4.3,964,the roadster lifestyle co women mustard yellow solid round neck t shirt
10001931,Roadster,Western,tshirts,Women,12.12,3,4.2,964,the roadster lifestyle co women black solid round neck pure cotton t shirt with printed detailing
10014817,HIGHLANDER,Bottom Wear,trousers,Men,3.76,4,4.2,963,highlander men olive green slim fit solid joggers
10002341,Clora Creation,Indian Wear,palazzos,Women,11.11,6,4.1,963,clora creation women white embroidered straight palazzos
10004325,ether,Western,jeans,Women,3.96,5,3.6,963,ether women ice blue wide leg high rise denim with light fade
1000717,SASSAFRAS,Western,trousers,Women,41.77,3,3.9,963,sassafras women charcoal grey chambray pure cotton joggers with contrast belt
10014941,mokshi,Indian Wear,kurtas,Women,2.23,3,3.7,962,mokshi women pink  blue printed cotton anarkali kurta
10000747,Saree mall,Indian Wear,sarees,Women,2.96,5,4.2,962,saree mall mauve  red organza block print saree
10017391,DressBerry,Lingerie & Sleep Wear,bra,Women,8.35,4,4.2,962,dressberry black solid non wired non padded everyday bra db wond bra 006b
10015151,Lebami,Lingerie & Sleep Wear,stockings,Women,2.78,5,4.2,962,lebami women black solid stockings
10006081,her by invictus,Western,tops,Women,22.88,5,4.1,962,her by invictus mauve top with pleated detail
10017167,MISH,Western,dresses,Women,36.9,5,4.3,962,mish purple v neck maxi dress
10017347,HERE&NOW,Bottom Wear,jeans,Men,9.74,5,3.7,961,herenow men blue slim fit mid rise cropped clean look stretchable jeans
10017031,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,4.87,5,4.1,961,vimal men pack of 2 solid cotton lounge pants
10003277,WROGN,Topwear,tshirts,Men,5.84,3,4.1,961,wrogn men olive green henley neck slim fit cotton pure cotton t shirt
10017363,Roadster,Topwear,tshirts,Men,8.35,5,4.1,961,roadster men teal blue printed round neck pure cotton t shirt
10017439,I like me,Lingerie & Sleep Wear,night-suits,Women,68,7,4.5,961,i like me women pink  white printed night suit
10000553,Marie Claire,Western,shirts,Women,5.6,5,4.2,961,marie claire navy crepe sheer comfort shirt
10017481,Mast & Harbour,Western,tshirts,Women,5.07,5,4.3,961,mast  harbour women off white striped round neck t shirt
10012373,Roadster,Western,jeggings,Women,6.96,5,4.1,960,the roadster lifestyle co women grey washed super skinny fit mid rise clean look cropped jeggings
10012355,LOCOMOTIVE,Bottom Wear,jeans,Men,2.79,4,3.7,959,locomotive men black skinny fit mid rise clean look stretchable jeans
10003051,Roadster,Bottom Wear,jeans,Men,10.72,3,3.8,959,the roadster lifestyle co men navy blue super skinny fit mid rise mildly distressed stretchable jeans
10013691,WROGN,Topwear,shirts,Men,11.2,4,4.3,959,wrogn men maroon  off white slim fit checked casual shirt
10017847,Vishudh,Indian Wear,kurtas,Women,4.45,5,4.2,959,vishudh women mustard yellow printed a line kurta
10015167,Go Colors,Indian Wear,leggings,Women,2.78,5,4.5,959,go colors women silver toned solid skinny fit shimmer ankle length leggings
10017043,La Zoire,Western,tops,Women,4.17,5,4.4,959,la zoire women maroon solid top
10016271,WROGN,Bottom Wear,jeans,Men,31.85,6,4.1,958,wrogn navy slim fit low distressed stretchable jeans
10013487,Kook N Keech,Topwear,tshirts,Men,11.2,2,3.7,958,kook n keech men white  black striped oversized longline pure cotton t shirt
10000811,HIGHLANDER,Topwear,shirts,Men,2.96,5,4.1,958,highlander men khaki solid slim fit solid casual shirt
10013707,JAINISH,Topwear,shirts,Men,6.26,3,3.9,958,jainish men grey classic slim fit solid formal shirt
10015985,Roadster,Topwear,shirts,Men,2.04,5,4.2,958,roadster men teal blue regular fit solid sustainable casual shirt
10017651,HERE&NOW,Plus Size,kurtas,Women,5.84,5,4.2,958,herenow women lime green  blue printed straight kurta
10002753,Dennis Lingo,Topwear,shirts,Men,13.92,5,4.2,957,dennis lingo men white slim fit casual shirt
10017113,Mast & Harbour,Topwear,shirts,Men,8.7,5,3.9,957,mast  harbour men blue slim fit  casual linen cotton sustainable shirt
10000697,Roadster,Topwear,tshirts,Men,4.13,4,4.2,957,roadster men sea green solid polo collar t shirt
10013243,ETC,Lingerie & Sleep Wear,night-suits,Women,2.44,4,4.3,957,etc women navy blue  pink floral print night suit
10003303,Clovia,Lingerie & Sleep Wear,lounge-pants,Women,8.28,3,4,957,clovia women grey melange solid lounge pants
10013787,HERE&NOW,Plus Size,tshirts,Women,3.65,5,4.1,957,herenow women pack of 2 solid round neck pure cotton t shirts
10001425,HERE&NOW,Plus Size,kurtas,Women,8.45,7,4.1,957,herenow women teal blue  white printed a line kurta
10012725,La Zoire,Western,tops,Women,6.78,4,4.3,957,la zoire rose shirt style top
10017587,Roadster,Western,tshirts,Women,5.42,5,4.3,957,roadster women mustard yellow solid round neck pure cotton t shirt with sleeve stripes
10014735,Roadster,Western,tshirts,Women,4.26,5,4.4,956,roadster women pack of 2 printed cotton t shirt
10013519,SASSAFRAS,Western,dresses,Women,11.69,2,4.4,956,sassafras off white  green floral printed a line dress
10013727,WROGN,Bottom Wear,trousers,Men,3.47,3,4.2,955,wrogn men olive green joggers
10011181,Roadster Fast and Furious,Bottom Wear,jeans,Men,3.12,5,3.8,955,roadster fast and furious men blue slim fit mid rise clean look stretchable jeans
10005911,HERE&NOW,Plus Size,jeans,Women,3.47,5,4,955,herenow women blue skinny fit high rise clean look stretchable cropped jeans
10009771,Tokyo Talkies,Western,jeans,Women,6.89,7,4.1,955,tokyo talkies women white super skinny fit mid rise clean look stretchable jeans
10012909,Sangria,Indian Wear,tops,Women,6.12,5,4.2,954,sangria rust red ethnic motifs flared a line pure cotton top
10000729,Anouk,Indian Wear,kurta-sets,Women,4.72,5,4,954,anouk women mustard yellow  pink printed kurta with trousers
10005261,HERE&NOW,Plus Size,tshirts,Women,4.87,3,4.4,954,herenow women black  red striped high neck t shirt
10003011,HIGHLANDER,Topwear,tshirts,Men,4.38,3,4.1,953,highlander men charcoal grey slim fit solid henley neck t shirt
10015913,Mast & Harbour,Topwear,tshirts,Men,9.05,5,4.1,953,mast  harbour men peach coloured solid round neck t shirt
10012845,Roadster,Western,tshirts,Women,3.75,5,4.3,953,roadster women pack of 2 solid pure cotton t shirts
10017407,Purple Feather,Western,jeans,Women,9.74,4,4.1,953,purple feather women blue skinny fit high rise clean look jeans
10003085,Roadster,Bottom Wear,jeans,Men,4.38,4,3.9,952,roadster men white skinny fit mid rise clean look stretchable jeans
10009711,Roadster,Topwear,tshirts,Men,7.65,7,4.1,952,roadster men navy blue  mustard brown striped detail v neck pure cotton t shirt
10006049,Mast & Harbour,Topwear,tshirts,Men,20.79,5,4.1,952,mast  harbour men blue striped round neck pure cotton t shirt
10015937,Sangria,Indian Wear,kurta-sets,Women,27.15,5,3.9,952,sangria women green  blue embroidered kurta with trousers
10017629,Varanga,Indian Wear,kurta-sets,Women,5.29,5,3.9,952,varanga calm blue and grey yoke design kurta set
10004201,HRX by Hrithik Roshan,Sports Wear,tshirts,Women,6.57,5,4.4,952,hrx by hrithik roshan women grey t shirt with raglan sleeves
10003823,DressBerry,Western,shorts,Women,12.06,5,4.4,952,dressberry women stunning blue washed fringed shorts
